listing_id,listing_name,listing_type,room_type,cover_photo_url,photos_count,host_id,host_name,cohost_ids,cohost_names,superhost,latitude,longitude,guests,bedrooms,beds,baths,registration,amenities,instant_book,professional_management,min_nights,cancellation_policy,currency,cleaning_fee,extra_guest_fee,num_reviews,rating_overall,rating_accuracy,rating_checkin,rating_cleanliness,rating_communication,rating_location,rating_value,ttm_revenue,ttm_revenue_native,ttm_avg_rate,ttm_avg_rate_native,ttm_occupancy,ttm_adjusted_occupancy,ttm_revpar,ttm_revpar_native,ttm_adjusted_revpar,ttm_adjusted_revpar_native,ttm_reserved_days,ttm_blocked_days,ttm_available_days,ttm_total_days,l90d_revenue,l90d_revenue_native,l90d_avg_rate,l90d_avg_rate_native,l90d_occupancy,l90d_adjusted_occupancy,l90d_revpar,l90d_revpar_native,l90d_adjusted_revpar,l90d_adjusted_revpar_native,l90d_reserved_days,l90d_blocked_days,l90d_available_days,l90d_total_days
9029812,Art Museum Private Bedroom,Private room in townhouse,private_room,https://a0.muscache.com/im/pictures/miso/Hosting-9029812/original/dfe5635e-b21e-4819-800b-39a323bb5801.jpeg,9,47135079,Peter,,,TRUE,39.9701,-75.1714,,,1,0,TRUE,"Bathtub,Hair dryer,Cleaning products,Shampoo,Conditioner,Body soap,Hot water,Shower gel,Washer,Dryer,Essentials,Hangers,Bed linens,Extra pillows and blankets,Room-darkening shades,Iron,Drying rack for clothing,Clothing storage,Ethernet connection,Piano,Books and reading material,Air conditioning,Ceiling fan,Heating,Smoke alarm,Carbon monoxide alarm,Fire extinguisher,Wifi,Dedicated workspace,Refrigerator,Microwave,Coffee maker,Coffee,Free street parking",,FALSE,2,Strict,USD,30,0,106,4.95,5,5,4.9,5,4.9,4.9,13082,13082,88.1,88.1,0.384,0,34,34,0,0,140,0,225,365,561,561,89.5,89.5,0.056,0,5.2,5.2,0,0,5,0,85,90
9090922,The Yellow Room,Private room in home,private_room,https://a0.muscache.com/im/pictures/c83c566f-4c67-434c-b574-2c561d7cb602.jpg,11,45456664,Allison And Timothy,,,TRUE,40.028,-75.1705,,,1,0,TRUE,"Baby safety gates,Children’s books and toys,Wifi,Air conditioning,Pack ’n play/Travel crib,Children’s dinnerware,Portable fans,Hot water,Bed linens,Extra pillows and blankets,Free street parking,Laundromat nearby,Outdoor furniture,Microwave,Cleaning products,Coffee maker,Refrigerator,Dishes and silverware,Heating,Clothing storage,Smoke alarm,Carbon monoxide alarm,Patio or balcony,First aid kit,Backyard,Fire extinguisher,Luggage dropoff allowed,Essentials,Long term stays allowed,Shampoo,Hangers,Hair dryer,Iron,Dedicated workspace,Outdoor dining area,Bathtub",,FALSE,1,Flexible,USD,15,5,265,4.83,4.9,4.9,4.9,5,4.6,4.9,7844,7844,45.4,45.4,0.43,0.525,20,20,24.4,24.4,157,66,208,365,413,413,44.3,44.3,0.1,0.375,4.3,4.3,16,16,9,66,81,90
9155982,SLEEPS 12 - Bardot Full - Garage Parking & Yard,Entire home,entire_home,https://a0.muscache.com/im/pictures/909a6b0e-1a9d-4649-b3b5-8007a40919d6.jpg,74,4623347,Jamie,5654742,Keith,TRUE,39.9305,-75.1678,12,5,5,3.5,FALSE,"TV,Wifi,Air conditioning,Kitchen,Free parking on premises,Hot water kettle,Portable fans,Ceiling fan,Pets allowed,Conditioner,Trash compactor,Free street parking,Outdoor furniture,Cleaning products,Heating,Clothing storage,Wine glasses,Washer,Dryer,Smoke alarm,Carbon monoxide alarm,First aid kit,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Freezer,Bathtub,Blender,Pack ’n play/Travel crib,Hot water,Body soap,Bed linens,Microwave,Coffee maker,Refrigerator,Dishwasher,Dishes and silverware,Cooking basics,Oven,Stove,BBQ grill,Shower gel,Patio or balcony,Backyard,Long term stays allowed,Dining table,Baking sheet,Barbecue utensils,Toaster",TRUE,,2,Firm,USD,250,0,214,4.93,4.9,5,4.9,5,4.8,4.8,55160,55160,774.1,774.1,0.189,0,141.5,141.5,0,0,69,0,296,365,0,0,833.2,833.2,0,0,0,0,0,0,0,0,90,90
9307561,"Historic trinity by sites + subway, with deck.",Entire townhouse,entire_home,https://a0.muscache.com/im/pictures/df5ee5fb-2fb9-4aba-b2b5-10d16a00ad39.jpg,23,63495,John & Allyson,,,FALSE,39.9632,-75.143,5,2,2,1,FALSE,"TV,Wifi,Air conditioning,Kitchen,Pack ’n play/Travel crib,Pets allowed,Hot water,Body soap,Bed linens,Extra pillows and blankets,Free street parking,Laundromat nearby,Outdoor furniture,Microwave,Coffee maker,Indoor fireplace,Refrigerator,Dishwasher,Dishes and silverware,Heating,Cooking basics,Oven,Stove,Smoke alarm,Carbon monoxide alarm,Patio or balcony,First aid kit,Fire extinguisher,Luggage dropoff allowed,Essentials,Long term stays allowed,Shampoo,Cleaning before checkout,Hangers,Dining table,Hair dryer,Iron,Private entrance,Bathtub",,FALSE,31,Firm,USD,,,255,4.76,4.8,4.9,4.6,5,4.9,4.7,3978,3978,90.2,90.2,0.132,0.21,10.9,10.9,17.4,17.4,48,136,317,365,0,0,91,91,0,0,0,0,0,0,0,62,90,90
9595342,"Private, quiet, charming corner room with dbl bed.",Private room in home,private_room,https://a0.muscache.com/im/pictures/hosting/Hosting-9595342/original/ea94655c-3f99-4fec-9e7e-7296fbe354ef.jpeg,24,3909529,Julie,,,TRUE,40.058,-75.1846,,,1,0,TRUE,"Bathtub,Hair dryer,Shampoo,Body soap,Hot water,Shower gel,Washer,Essentials,Hangers,Bed linens,Extra pillows and blankets,Iron,Drying rack for clothing,Clothing storage,Piano,Books and reading material,Indoor fireplace,Ceiling fan,Portable fans,Heating,Smoke alarm,Carbon monoxide alarm,Fire extinguisher,First aid kit,Wifi,Dedicated workspace,Kitchen,Refrigerator,Microwave,Cooking basics,Dishes and silverware,Freezer,Stove,Oven,Hot water kettle,Coffee maker,Wine glasses,Toaster,Baking sheet,Blender,Rice maker,Dining table,Coffee,Laundromat nearby,Backyard,Free parking on premises",,FALSE,3,Moderate,USD,0,15,90,4.69,4.7,4.9,4.4,4.9,4.9,4.8,6270,6270,55.3,55.3,0.296,0.32,17.2,17.2,18.6,18.6,108,28,257,365,3408,3408,63.8,63.8,0.589,0,37.9,37.9,0,0,53,0,37,90
9692819,"Group Suite for Concerts, Events & Vacations",Private room in home,private_room,https://a0.muscache.com/im/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6OTY5MjgxOQ==/original/8f68f8c7-0774-4944-80e1-356085d723ca.jpeg,23,11036611,Alex & Sarah,,,TRUE,39.9698,-75.137,,2,2,0,TRUE,"Air conditioning,Hair dryer,Cleaning products,Shampoo,Conditioner,Body soap,Hot water,Shower gel,Essentials,Hangers,Bed linens,Extra pillows and blankets,Iron,Clothing storage,Ethernet connection,TV,Piano,Books and reading material,Outlet covers,Board games,Air conditioning,Heating,Exterior security cameras on property,Smoke alarm,Carbon monoxide alarm,Fire extinguisher,First aid kit,Wifi,Dedicated workspace,Refrigerator,Microwave,Cooking basics,Dishes and silverware,Mini fridge,Freezer,Dishwasher,Stove,Oven,Hot water kettle,Coffee maker,Wine glasses,Toaster,Baking sheet,Blender,Dining table,Coffee,Laundromat nearby,Patio or balcony,Backyard,Outdoor furniture,Outdoor dining area,Free street parking,Paid parking off premises,Luggage dropoff allowed",,FALSE,1,Moderate,USD,20,10,526,4.93,5,5,4.9,5,4.9,4.9,16515,16515,198.1,198.1,0.195,0,44.6,44.6,0,0,71,0,294,365,6100,6100,229.7,229.7,0.222,0,67.1,67.1,0,0,20,0,70,90
9754808,Historic Charmer!,Entire townhouse,entire_home,https://a0.muscache.com/im/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6OTc1NDgwOA%3D%3D/original/158b9dfc-3b24-42c8-bb00-bbc67d52ec42.jpeg,34,21404472,Thea,,,TRUE,39.9702,-75.1811,7,3,3,2,TRUE,"TV,Blender,Wifi,Air conditioning,Babysitter recommendations,Kitchen,Board games,Ceiling fan,Pets allowed,Hot water,Free street parking,Outdoor furniture,Microwave,Cleaning products,Coffee maker,Indoor fireplace,Refrigerator,Dishwasher,Dishes and silverware,Heating,Cooking basics,Oven,Stove,Washer,Dryer,Smoke alarm,Carbon monoxide alarm,Backyard,Fire extinguisher,Essentials,Long term stays allowed,Shampoo,Hangers,Dining table,Hair dryer,Iron,Dedicated workspace,Baking sheet,Freezer,Private entrance,Bathtub",,,2,Flexible,USD,0,0,73,4.86,4.9,5,4.7,5,4.9,4.8,23788,23788,284.1,284.1,0.23,0.239,65.2,65.2,67.6,67.6,84,13,281,365,0,0,0,0,0,0,0,0,0,0,0,0,90,90
9901109,Apple Hostels Philly 18-bed Male Dorm B,Room in hostel,hotel_room,,,50308154,,,,FALSE,39.9498,-75.1446,1,1,18,4,TRUE,"TV,Blender,Wifi,Air conditioning,Kitchen,Board games,Room-darkening shades,Hot water kettle,Pool table,Paid parking off premises,Books and reading material,Game console,Hot water,Bed linens,Microwave,Cleaning products,Refrigerator,Piano,Dishes and silverware,Heating,Cooking basics,Oven,Coffee,Stove,Washer,Dryer,Smoke alarm,Shower gel,Carbon monoxide alarm,First aid kit,Fire extinguisher,Luggage dropoff allowed,Essentials,Shampoo,Hangers,Dining table,Hair dryer,Iron,Baking sheet,Freezer,Toaster",,FALSE,1,Flexible,USD,6,0,389,4.75,4.8,4.8,4.7,4.9,4.9,4.8,1362,1362,43.1,43.1,0.082,0.084,3.6,3.6,3.7,3.7,30,9,335,365,313,313,40.7,40.7,0.089,0.099,3.3,3.3,3.7,3.7,8,9,82,90
9906081,"Ideal room for Rotation, interview & Step2CS ❤️",Private room in rental unit,private_room,https://a0.muscache.com/im/pictures/miso/Hosting-9906081/original/87bfce4b-c4c1-4ca5-acdd-90a4482131e0.jpeg,22,15856042,Vanessa,,,FALSE,39.9604,-75.2027,,,1,0,TRUE,"Bathtub,Hair dryer,Shampoo,Body soap,Hot water,Shower gel,Essentials,Hangers,Bed linens,Room-darkening shades,Iron,Clothing storage,TV,Air conditioning,Air conditioning,Heating,Exterior security cameras on property,Smoke alarm,Carbon monoxide alarm,Fire extinguisher,First aid kit,Wifi,Dedicated workspace,Kitchen,Refrigerator,Microwave,Cooking basics,Dishes and silverware,Freezer,Stove,Oven,Hot water kettle,Coffee maker,Blender,Dining table,Laundromat nearby,Patio or balcony,Backyard,Free street parking,Luggage dropoff allowed,Long term stays allowed",,FALSE,1,Moderate,USD,10,0,537,4.73,4.8,4.9,4.8,4.9,4.6,4.7,1374,1374,54.4,54.4,0.063,0.072,3.6,3.6,4.1,4.1,23,46,342,365,112,112,50.5,50.5,0.022,0,1.1,1.1,0,0,2,0,88,90
9943225,"Northern Liberties Dollhouse, Free Parking on site",Entire townhouse,entire_home,https://a0.muscache.com/im/pictures/6f36a838-1865-43a5-81e0-f71a754c6f9d.jpg,25,51100025,Elizabeth,,,FALSE,39.9683,-75.1456,4,2,2,1,TRUE,"Bathtub,Hair dryer,Cleaning products,Shampoo,Conditioner,Body soap,Hot water,Shower gel,Washer,Dryer,Essentials,Hangers,Bed linens,Extra pillows and blankets,Room-darkening shades,Iron,Clothing storage,Pack ’n play/Travel crib,Children’s books and toys,Air conditioning,Ceiling fan,Portable fans,Heating,Smoke alarm,Carbon monoxide alarm,Fire extinguisher,First aid kit,Wifi,Dedicated workspace,Kitchen,Refrigerator,Microwave,Cooking basics,Dishes and silverware,Freezer,Stove,Oven,Hot water kettle,Coffee maker,Baking sheet,Dining table,Coffee,Private entrance,Patio or balcony,Outdoor furniture,Outdoor dining area,Free parking on premises,Pets allowed,Long term stays allowed",,FALSE,31,Strict,USD,,,636,4.86,4.9,5,4.9,5,4.8,4.9,6603,6603,96.7,96.7,0.181,0.579,18.1,18.1,57.9,57.9,66,251,299,365,0,0,86.6,86.6,0,0,0,0,0,0,0,86,90,90
9998227,Duplex Suite in Art Tower,Entire loft,entire_home,https://a0.muscache.com/im/pictures/805bfd6a-c181-4b1e-8469-2636a8b63152.jpg,22,4014627,Ina And Ray,,,TRUE,39.9605,-75.1595,1,,1,1,TRUE,"Hair dryer,Shampoo,Conditioner,Body soap,Hot water,Shower gel,Hangers,Bed linens,Extra pillows and blankets,Room-darkening shades,Iron,TV,Books and reading material,Board games,Air conditioning,Portable fans,Heating,Exterior security cameras on property,Smoke alarm,Carbon monoxide alarm,Fire extinguisher,First aid kit,Wifi,Dedicated workspace,Refrigerator,Microwave,Cooking basics,Dishes and silverware,Freezer,Stove,Hot water kettle,Coffee maker,Wine glasses,Dining table,Private entrance,Patio or balcony,Free parking on premises,Luggage dropoff allowed,Long term stays allowed",,FALSE,2,Moderate,USD,,,717,4.93,5,5,5,5,4.8,4.9,39428,39428,193.3,193.3,0.553,0.61,108,108,119.1,119.1,202,34,163,365,6629,6629,150.6,150.6,0.489,0.611,73.7,73.7,92.1,92.1,44,18,46,90
10149981,The Lookout | Top Floor 2BR Suite with Parking,Private room in home,private_room,https://a0.muscache.com/im/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTAxNDk5ODE%3D/original/bff6f1ac-c871-4f9d-9ffd-3fc202eb57c7.jpeg,33,11036611,Alex & Sarah,,,TRUE,39.9698,-75.137,,2,2,0,TRUE,"Wifi,Air conditioning,Hair dryer,Cleaning products,Shampoo,Conditioner,Body soap,Hot water,Shower gel,Essentials,Hangers,Bed linens,Extra pillows and blankets,Room-darkening shades,Iron,Drying rack for clothing,Clothing storage,Ethernet connection,TV,Books and reading material,Outlet covers,Board games,Air conditioning,Portable fans,Heating,Exterior security cameras on property,Smoke alarm,Carbon monoxide alarm,Fire extinguisher,First aid kit,Wifi,Dedicated workspace,Kitchen,Refrigerator,Microwave,Cooking basics,Dishes and silverware,Mini fridge,Freezer,Dishwasher,Stove,Oven,Hot water kettle,Coffee maker,Wine glasses,Toaster,Baking sheet,Blender,Dining table,Coffee,Laundromat nearby,Patio or balcony,Backyard,Outdoor furniture,Outdoor dining area,Free parking on premises,Free street parking,Paid parking off premises,Luggage dropoff allowed,Long term stays allowed",,FALSE,1,Moderate,USD,20,10,1275,4.95,5,5,4.9,5,4.9,4.9,19669,19669,176.2,176.2,0.301,0,52.5,52.5,0,0,110,0,255,365,3502,3502,197.2,197.2,0.178,0,38.2,38.2,0,0,16,0,74,90
10150068,Huge Private Room Near The Fillmore & Subway,Private room in home,private_room,https://a0.muscache.com/im/pictures/miso/Hosting-10150068/original/57fa935c-3d4f-49c2-a9fb-f217bfe7317d.jpeg,22,11036611,Alex & Sarah,,,TRUE,39.9698,-75.137,,,2,0,TRUE,"Wifi,Hair dryer,Cleaning products,Shampoo,Conditioner,Body soap,Hot water,Shower gel,Essentials,Hangers,Bed linens,Extra pillows and blankets,Room-darkening shades,Iron,Drying rack for clothing,Clothing storage,Ethernet connection,Books and reading material,Outlet covers,Board games,Air conditioning,Heating,Exterior security cameras on property,Smoke alarm,Carbon monoxide alarm,Fire extinguisher,First aid kit,Wifi,Dedicated workspace,Kitchen,Refrigerator,Microwave,Cooking basics,Dishes and silverware,Freezer,Dishwasher,Stove,Oven,Hot water kettle,Coffee maker,Wine glasses,Toaster,Baking sheet,Blender,Dining table,Coffee,Laundromat nearby,Patio or balcony,Backyard,Outdoor furniture,Outdoor dining area,Free street parking,Paid parking off premises,Luggage dropoff allowed,Long term stays allowed",,FALSE,1,Moderate,USD,15,10,1178,4.92,4.9,5,4.9,5,4.9,4.9,14678,14678,98.2,98.2,0.378,0,38.9,38.9,0,0,138,0,227,365,2510,2510,116.9,116.9,0.211,0,27.6,27.6,0,0,19,0,71,90
10250668,Quiet Clean 3BR house by Sport Complex,Entire townhouse,entire_home,https://a0.muscache.com/im/pictures/airflow/Hosting-10250668/original/ef3fefc9-87fc-4a03-8eac-3713ee1a4ada.jpg,50,45864129,Tuan,,,TRUE,39.9182,-75.1706,8,3,6,1.5,FALSE,"TV,Wifi,Air conditioning,Kitchen,Hot water kettle,Ceiling fan,Conditioner,Trash compactor,Free street parking,Laundromat nearby,Outdoor furniture,Cleaning products,Heating,Coffee,Clothing storage,Wine glasses,Smoke alarm,Carbon monoxide alarm,First aid kit,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Dedicated workspace,Outdoor dining area,Freezer,Private entrance,Bathtub,Hot water,Body soap,Bed linens,Extra pillows and blankets,Ethernet connection,Microwave,Coffee maker,Refrigerator,Dishwasher,Dishes and silverware,Cooking basics,Oven,Stove,Shower gel,Patio or balcony,Backyard,Luggage dropoff allowed,Long term stays allowed,Dining table,Baking sheet,Toaster",FALSE,,2,Strict,USD,125,0,349,4.94,4.9,4.9,5,5,4.8,4.9,28491,28491,168.5,168.5,0.359,0,62.3,62.3,0,0,131,0,234,365,1511,1511,165.9,165.9,0.078,0,12.6,12.6,0,0,7,0,83,90
10377860,Sun-filled Apartment in Old City Philadelphia,Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/miso/Hosting-10377860/original/9c2d79a0-d3b6-45d4-a88f-518ba38c878f.jpeg,27,53420712,Kate,,,TRUE,39.9507,-75.147,2,1,1,1,TRUE,"Bathtub,Hair dryer,Hot water,Washer,Dryer,Essentials,Hangers,Iron,TV,Air conditioning,Heating,Smoke alarm,Carbon monoxide alarm,Fire extinguisher,Wifi,Kitchen,Cooking basics,Dishes and silverware,Dining table",,FALSE,2,Moderate,USD,80,0,391,4.9,4.9,5,4.9,4.9,4.9,4.9,34194,34194,124.9,124.9,0.622,0,79.4,79.4,0,0,227,0,138,365,6288,6288,128.8,128.8,0.433,0,59.2,59.2,0,0,39,0,51,90
10526877,Studio apartment,Entire townhouse,entire_home,https://a0.muscache.com/im/pictures/hosting/Hosting-10526877/original/6bab5cfb-c71b-4fec-a6f7-dc7f158280da.jpeg,14,54280352,Oksana,,,FALSE,39.9471,-75.1432,2,1,1,1,TRUE,"Wifi,Bathtub,Hair dryer,Shampoo,Conditioner,Hot water,Shower gel,Essentials,Hangers,Bed linens,Extra pillows and blankets,Iron,Clothing storage,Air conditioning,Heating,Smoke alarm,Carbon monoxide alarm,Wifi,Dedicated workspace,Kitchen,Refrigerator,Microwave,Cooking basics,Dishes and silverware,Oven,Coffee maker,Toaster,Paid parking off premises",,FALSE,3,Moderate,USD,80,0,372,4.78,4.9,4.8,4.8,4.8,4.9,4.9,18430,18430,76.7,76.7,0.512,0.597,40,40,46.6,46.6,187,52,178,365,293,293,63.6,63.6,0.033,0.079,2.4,2.4,5.6,5.6,3,52,87,90
10785714,Northern Liberties One Bedroom Stay,Private room in townhouse,private_room,https://a0.muscache.com/im/pictures/miso/Hosting-10785714/original/16993071-82b4-4190-982a-fbdf2302f83d.jpeg,23,6427890,Sunny,,,TRUE,39.9655,-75.1373,,,1,0,TRUE,"Wifi,Air conditioning,Bathtub,Hair dryer,Cleaning products,Shampoo,Body soap,Hot water,Shower gel,Washer,Dryer,Essentials,Hangers,Bed linens,Extra pillows and blankets,Room-darkening shades,Iron,Ethernet connection,TV,Sound system,Exercise equipment,Books and reading material,Bowling alley,Theme room,Crib,Children’s books and toys,Baby bath,Baby monitor,Baby safety gates,Babysitter recommendations,Children's playroom,Air conditioning,Heating,Exterior security cameras on property,Smoke alarm,Carbon monoxide alarm,Fire extinguisher,First aid kit,Wifi,Dedicated workspace,Refrigerator,Dishes and silverware,Hot water kettle,Coffee maker,Coffee,Patio or balcony,Free parking on premises,Free street parking,Paid parking off premises,Paid parking on premises",,FALSE,1,Limited,USD,30,25,96,4.82,4.7,4.8,4.8,4.9,4.7,4.7,7927,7927,85.2,85.2,0.233,0,20.1,20.1,0,0,85,0,280,365,2081,2081,90.8,90.8,0.233,0,20.8,20.8,0,0,21,0,69,90
10885947,"Roomy, Roof Deck, Comfy, Ideal for Groups/Families",Entire townhouse,entire_home,https://a0.muscache.com/im/pictures/97516ad4-bcdf-4eac-8992-4540704e6bd3.jpg,49,23587058,Sean,,,TRUE,39.94,-75.173,10,4,6,2.5,TRUE,"Hair dryer,Shampoo,Hot water,Washer,Dryer,Essentials,Hangers,Bed linens,Iron,TV,Air conditioning,Heating,Exterior security cameras on property,Smoke alarm,Carbon monoxide alarm,Fire extinguisher,First aid kit,Wifi,Kitchen,Refrigerator,Microwave,Cooking basics,Dishes and silverware,Dishwasher,Stove,Oven,Coffee maker,Private entrance,Patio or balcony,Backyard,Pets allowed,Long term stays allowed",,FALSE,2,Strict,USD,150,0,207,4.93,4.9,5,5,5,4.7,4.8,76578,76578,434.5,434.5,0.419,0,195,195,0,0,153,0,212,365,12375,12375,415.6,415.6,0.267,0,120.8,120.8,0,0,24,0,66,90
10918756,"Recharge in this Serene, Central 1829 Townhouse",Entire townhouse,entire_home,https://a0.muscache.com/im/pictures/e566c48c-73ad-47a4-8776-eaf51d67f3a4.jpg,26,56594894,Bill,,,FALSE,39.9451,-75.1633,2,1,1,1,FALSE,"Hair dryer,Cleaning products,Shampoo,Conditioner,Body soap,Hot water,Shower gel,Washer,Dryer,Essentials,Hangers,Bed linens,Extra pillows and blankets,Room-darkening shades,Iron,Clothing storage,Books and reading material,Air conditioning,Ceiling fan,Heating,Smoke alarm,Carbon monoxide alarm,Fire extinguisher,First aid kit,Wifi,Dedicated workspace,Kitchen,Refrigerator,Microwave,Cooking basics,Dishes and silverware,Freezer,Dishwasher,Stove,Oven,Hot water kettle,Coffee maker,Wine glasses,Toaster,Dining table,Private entrance,Laundromat nearby,Patio or balcony,Backyard,Outdoor furniture,Outdoor dining area,Long term stays allowed",,FALSE,31,Firm,USD,,,124,4.98,5,5,5,5,5,4.9,3783,3783,218.6,218.6,0.049,0.056,10.4,10.4,11.7,11.7,18,41,347,365,0,0,229.1,229.1,0,0,0,0,0,0,0,41,90,90
11294069,Private Room & Bath Near The Fillmore & Subway,Private room in home,private_room,https://a0.muscache.com/im/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTEyOTQwNjk%3D/original/d3e74980-eb24-4a76-af66-8c6fb34a7fdd.jpeg,18,11036611,Alex & Sarah,,,TRUE,39.9698,-75.137,,,1,0,TRUE,"Air conditioning,Hair dryer,Cleaning products,Shampoo,Conditioner,Body soap,Hot water,Shower gel,Washer,Dryer,Essentials,Hangers,Bed linens,Extra pillows and blankets,Room-darkening shades,Iron,Drying rack for clothing,Clothing storage,Ethernet connection,TV,Books and reading material,Outlet covers,Board games,Air conditioning,Heating,Heating,Exterior security cameras on property,Smoke alarm,Carbon monoxide alarm,Fire extinguisher,First aid kit,Wifi,Dedicated workspace,Kitchen,Refrigerator,Microwave,Cooking basics,Dishes and silverware,Freezer,Dishwasher,Stove,Oven,Hot water kettle,Coffee maker,Wine glasses,Toaster,Baking sheet,Blender,Dining table,Coffee,Laundromat nearby,Patio or balcony,Backyard,Outdoor furniture,Outdoor dining area,Free street parking,Paid parking off premises,Luggage dropoff allowed,Long term stays allowed",,FALSE,1,Moderate,USD,35,10,635,4.94,5,5,4.9,5,4.9,4.9,9391,9391,121.8,121.8,0.184,0,24.1,24.1,0,0,67,0,298,365,1994,1994,127.6,127.6,0.144,0,21,21,0,0,13,0,77,90
11566383,University of Penn One Bedroom,Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/miso/Hosting-11566383/original/291b93f4-b141-4e6c-b901-1d7d740a1a1c.jpeg,25,61100309,Richard,,,FALSE,39.9536,-75.209,2,1,1,1,FALSE,"Wifi,Hair dryer,Shampoo,Hot water,Washer,Dryer,Essentials,Hangers,Iron,TV,High chair,Air conditioning,Portable fans,Heating,Smoke alarm,Carbon monoxide alarm,Fire extinguisher,First aid kit,Wifi,Kitchen,Refrigerator,Microwave,Cooking basics,Dishes and silverware,Stove,Oven,Coffee maker,Patio or balcony,Backyard,Outdoor dining area,Paid parking off premises,Long term stays allowed",,FALSE,31,Moderate,USD,,,182,4.71,4.7,4.9,4.7,4.9,4.8,4.8,9531,9531,79.8,79.8,0.334,0.54,26.1,26.1,42.2,42.2,122,139,243,365,2205,2205,64,64,0.389,0,24.5,24.5,0,0,35,0,55,90
11828829,.:Gorgeous Rittenhouse Apartment:. (Voted top 10!),Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/6e3185b8-0426-4cef-af8b-616da9435730.jpg,14,4669403,Michael,,,FALSE,39.9462,-75.17,2,1,1,1,TRUE,"Hair dryer,Shampoo,Conditioner,Body soap,Shower gel,Essentials,Hangers,Bed linens,Room-darkening shades,Iron,Safe,Clothing storage,TV,Window guards,Air conditioning,Indoor fireplace,Ceiling fan,Heating,Smoke alarm,Carbon monoxide alarm,Fire extinguisher,Wifi,Dedicated workspace,Kitchen,Refrigerator,Microwave,Cooking basics,Dishes and silverware,Freezer,Dishwasher,Stove,Oven,Hot water kettle,Coffee maker,Coffee,Patio or balcony,Backyard,Outdoor furniture,Outdoor dining area,Free street parking,Paid parking off premises,Luggage dropoff allowed,Long term stays allowed",,FALSE,1,Moderate,USD,55,0,773,4.75,4.8,4.9,4.8,4.9,5,4.7,39843,39843,160.4,160.4,0.605,0,99.2,99.2,0,0,221,0,144,365,9716,9716,157.7,157.7,0.6,0,98.8,98.8,0,0,54,0,36,90
